"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Average price Detached houses","Average price Semi-detached houses","Average price Terraced houses","Average price Flats and maisonettes","Pivotable date"
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-08,180,monthly,280828,532479,322150,280850,194453,2011-08-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-09,175,monthly,278048,531158,319297,278262,191683,2011-09-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-10,148,monthly,281311,540665,324386,281359,192986,2011-10-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-11,129,monthly,289636,556002,333067,289152,199645,2011-11-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2011-12,127,monthly,293263,559955,337080,292509,202834,2011-12-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-01,92,monthly,291781,555150,335487,291614,201560,2012-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-02,84,monthly,283983,541425,327246,284358,195262,2012-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-03,129,monthly,281111,535452,323959,281626,193086,2012-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-04,95,monthly,285799,544009,328503,286244,196718,2012-04-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-05,101,monthly,294969,558899,338250,295787,203348,2012-05-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-06,120,monthly,298007,564376,341360,300132,204713,2012-06-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-07,112,monthly,298866,566396,342637,301813,204590,2012-07-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-08,163,monthly,297753,564989,341967,301927,202681,2012-08-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-09,150,monthly,306265,583469,352235,310305,208219,2012-09-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-10,122,monthly,300593,572127,345544,304381,204603,2012-10-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-11,146,monthly,302677,576289,347642,305907,206508,2012-11-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2012-12,148,monthly,302079,575273,346876,305048,206289,2012-12-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-01,90,monthly,312977,597965,360786,316012,213043,2013-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-02,101,monthly,312155,596990,360149,314809,212413,2013-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-03,140,monthly,316791,606091,364719,318452,216050,2013-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-04,116,monthly,317049,604740,362697,318671,216965,2013-04-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-05,151,monthly,323217,615294,369331,324891,221385,2013-05-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-06,181,monthly,320978,609516,367682,324005,219167,2013-06-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-07,236,monthly,322698,611959,370341,326469,219929,2013-07-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-08,233,monthly,324151,614671,372485,328605,220518,2013-08-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-09,235,monthly,322689,614740,370548,326552,219585,2013-09-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-10,173,monthly,326857,625059,375505,329717,222629,2013-10-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-11,161,monthly,326304,624763,374516,328567,222528,2013-11-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2013-12,203,monthly,340156,647820,390288,341970,232551,2013-12-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-01,149,monthly,332630,633948,382104,334155,227365,2014-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-02,149,monthly,336920,644402,387670,337867,230197,2014-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-03,166,monthly,328271,629192,378149,329260,224042,2014-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-04,128,monthly,342230,655185,393952,343859,233409,2014-04-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-05,135,monthly,351716,670485,404147,353931,240060,2014-05-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-06,213,monthly,366614,698809,421492,369592,249841,2014-06-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-07,158,monthly,369575,704603,425561,373084,251420,2014-07-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-08,162,monthly,371578,710901,429366,375823,251809,2014-08-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-09,242,monthly,373745,715949,432492,377884,253099,2014-09-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-10,163,monthly,371143,711547,429750,374458,251611,2014-10-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-11,170,monthly,368204,705698,426420,370669,250028,2014-11-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2014-12,182,monthly,364462,698805,421578,366216,247938,2014-12-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-01,119,monthly,375085,719612,433531,376667,255323,2015-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-02,142,monthly,381836,733080,440181,383001,260500,2015-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-03,130,monthly,387493,744735,446671,388583,264523,2015-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-04,97,monthly,386169,743255,445088,387391,263351,2015-04-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-05,110,monthly,392630,753927,452980,393820,267867,2015-05-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-06,162,monthly,402532,771681,464994,404705,273551,2015-06-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-07,185,monthly,408336,780328,471990,410703,277557,2015-07-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-08,151,monthly,411637,786533,475969,414772,278965,2015-08-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-09,155,monthly,413637,794065,478307,416017,280566,2015-09-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-10,160,monthly,414819,798597,480331,416990,280967,2015-10-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-11,106,monthly,416642,803954,482966,418302,282234,2015-11-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2015-12,155,monthly,425457,821104,493771,427159,287916,2015-12-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-01,111,monthly,429178,827608,499035,430670,290341,2016-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-02,109,monthly,432011,834069,502813,433221,292199,2016-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-03,218,monthly,430219,829752,500026,431096,291768,2016-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-04,94,monthly,437219,843599,506710,438552,296657,2016-04-01
